,cost,n_pass,flight
1811,100.0,13.0,2533.0
1812,100.0,30.0,2533.0
1813,100.0,26.0,2533.0
1814,225.0,28.0,2655.0
1815,225.0,11.0,2655.0
1816,225.0,37.0,2655.0
1817,225.0,12.0,2655.0
1818,212.5,48.0,2656.0
1819,212.5,9.0,2656.0
1820,212.5,25.0,2656.0
1821,212.5,14.0,2656.0
1822,150.0,29.0,2648.0
1823,150.0,27.0,2648.0
1824,150.0,31.0,2648.0
1825,150.0,34.0,2648.0
1826,150.0,46.0,2647.0
1827,150.0,10.0,2647.0
1828,150.0,49.0,2647.0
1829,150.0,16.0,2647.0
1830,200.0,54.0,4837.0
1831,200.0,10.0,4837.0
1832,200.0,32.0,4837.0
1833,200.0,19.0,4837.0
1834,200.0,48.0,4838.0
1835,200.0,9.0,4838.0
1836,200.0,35.0,4838.0
1837,200.0,17.0,4838.0
1838,150.0,32.0,2644.0
1839,150.0,8.0,2644.0
1840,150.0,13.0,2644.0
1841,150.0,7.0,2644.0
1842,150.0,41.0,2643.0
1843,150.0,8.0,2643.0
1844,150.0,43.0,2643.0
1845,150.0,13.0,2643.0
1846,150.0,50.0,2520.0
1847,150.0,11.0,2520.0
1848,150.0,25.0,2520.0
1849,150.0,44.0,2520.0
1850,150.0,22.0,2519.0
1851,150.0,10.0,2519.0
1852,150.0,26.0,2519.0
1853,150.0,10.0,2519.0
1854,150.0,58.0,2518.0
1855,150.0,7.0,2518.0
1856,150.0,25.0,2518.0
1857,150.0,12.0,2518.0
1858,150.0,13.0,2517.0
1859,150.0,6.0,2517.0
1860,150.0,17.0,2517.0
1861,150.0,10.0,2517.0
1862,200.0,16.0,2626.0
1863,200.0,22.0,2626.0
1864,200.0,16.0,2626.0
1865,200.0,11.0,2626.0
1866,212.5,3.0,2625.0
1867,212.5,2.0,2625.0
1868,212.5,25.0,2625.0
1869,212.5,12.0,2625.0
1870,225.0,43.0,2653.0
1871,225.0,13.0,2653.0
1872,225.0,23.0,2653.0
1873,225.0,25.0,2653.0
1874,237.5,30.0,2654.0
1875,237.5,26.0,2654.0
1876,237.5,25.0,2654.0
1877,237.5,13.0,2654.0
1878,250.0,37.0,2657.0
1879,250.0,20.0,2657.0
1880,250.0,45.0,2657.0
1881,250.0,11.0,2657.0
1882,250.0,30.0,2658.0
1883,250.0,12.0,2658.0
1884,250.0,8.0,2658.0
1885,250.0,3.0,2658.0
1886,225.0,16.0,4636.0
1887,225.0,15.0,4636.0
1888,225.0,16.0,4636.0
1889,225.0,28.0,4636.0
1890,225.0,57.0,4639.0
1891,225.0,10.0,4639.0
1892,225.0,65.0,4639.0
1893,225.0,10.0,4639.0
1894,225.0,32.0,4638.0
1895,225.0,12.0,4638.0
1896,225.0,39.0,4638.0
1897,225.0,12.0,4638.0
1898,162.5,35.0,4585.0
1899,162.5,15.0,4585.0
1900,162.5,60.0,4585.0
1901,162.5,15.0,4585.0
1902,162.5,32.0,4586.0
1903,162.5,15.0,4586.0
1904,162.5,32.0,4586.0
1905,162.5,6.0,4586.0
1906,212.5,20.0,4637.0
1907,212.5,37.0,4637.0
1908,212.5,19.0,4637.0
1909,212.5,17.0,4637.0
1910,187.5,31.0,2613.0
1911,187.5,34.0,2613.0
1912,187.5,32.0,2613.0
1913,187.5,8.0,2613.0
1914,200.0,46.0,2614.0
1915,200.0,16.0,2614.0
1916,200.0,19.0,2614.0
1917,200.0,9.0,2614.0
1918,187.5,45.0,2619.0
1919,187.5,8.0,2619.0
1920,187.5,16.0,2619.0
1921,187.5,26.0,2619.0
1922,200.0,33.0,2620.0
1923,200.0,17.0,2620.0
1924,200.0,21.0,2620.0
1925,200.0,15.0,2620.0
1926,250.0,6.0,2609.0
1927,250.0,4.0,2609.0
1928,325.0,16.0,5125.0
1929,325.0,11.0,5125.0
